69 67
69 67
69 67
69 67
68 66
68 66
68 66
68 66
67 65
67 65
67 65
67 65
66 64
66 64
66 64
66 64
65 63
65 63
65 63
65 63
64 62
64 62
64 62
64 62
63 61
63 61
63 61
63 61
62 60
62 60
62 60
62 60
61 59
61 59
61 59
61 59
60 58
60 58
60 58
60 58
59 57
59 57
59 57
59 57
58 56
58 56
58 56
58 56
57 55
57 55
57 55
57 55
56 54
56 54
56 54
56 54
55 53
55 53
55 53
55 53
54 52
54 52
54 52
54 52
53 51
53 51
53 51
53 51
52 50
52 50
52 50
52 50
51 49
51 49
51 49
51 49
50 48
50 48
50 48
50 48
49 47
49 47
49 47
49 47
48 46
48 46
48 46
48 46
47 45
47 45
47 45
47 45
46 44
46 44
46 44
46 44
28 26
28 26
27 25
27 25
26 24
26 24
25 23
25 23
24 22
24 22
23 21
23 21
22 20
22 20
21 19
21 19
20 18
20 18
19 17
19 17
18 16
18 16
17 15
17 15
16 14
16 14
15 13
15 13
14 12
14 12
13 11
13 11
12 10
12 10
11 9
11 9
10 8
10 8
9 7
9 7
8 6
8 6
7 5
7 5
6 4
6 4
5 3
5 3
71 67
71 67
71 67
71 67
70 66
70 66
70 66
70 66
69 65
69 65
69 65
69 65
68 64
68 64
68 64
68 64
67 63
67 63
67 63
67 63
66 62
66 62
66 62
66 62
65 61
65 61
65 61
65 61
64 60
64 60
64 60
64 60
63 59
63 59
63 59
63 59
62 58
62 58
62 58
62 58
61 57
61 57
61 57
61 57
60 56
60 56
60 56
60 56
59 55
59 55
59 55
59 55
58 54
58 54
58 54
58 54
57 53
57 53
57 53
57 53
56 52
56 52
56 52
56 52
55 51
55 51
55 51
55 51
54 50
54 50
54 50
54 50
53 49
53 49
53 49
53 49
52 48
52 48
52 48
52 48
51 47
51 47
51 47
51 47
50 46
50 46
50 46
50 46
49 45
49 45
49 45
49 45
48 44
48 44
48 44
48 44
30 26
30 26
29 25
29 25
28 24
28 24
27 23
27 23
26 22
26 22
25 21
25 21
24 20
24 20
23 19
23 19
22 18
22 18
21 17
21 17
20 16
20 16
19 15
19 15
18 14
18 14
17 13
17 13
16 12
16 12
15 11
15 11
14 10
14 10
13 9
13 9
12 8
12 8
11 7
11 7
10 6
10 6
9 5
9 5
8 4
8 4
7 3
7 3
73 67
73 67
73 67
73 67
72 66
72 66
72 66
72 66
71 65
71 65
71 65
71 65
70 64
70 64
70 64
70 64
69 63
69 63
69 63
69 63
68 62
68 62
68 62
68 62
67 61
67 61
67 61
67 61
66 60
66 60
66 60
66 60
65 59
65 59
65 59
65 59
64 58
64 58
64 58
64 58
63 57
63 57
63 57
63 57
62 56
62 56
62 56
62 56
61 55
61 55
61 55
61 55
60 54
60 54
60 54
60 54
59 53
59 53
59 53
59 53
58 52
58 52
58 52
58 52
57 51
57 51
57 51
57 51
56 50
56 50
56 50
56 50
55 49
55 49
55 49
55 49
54 48
54 48
54 48
54 48
53 47
53 47
53 47
53 47
52 46
52 46
52 46
52 46
51 45
51 45
51 45
51 45
50 44
50 44
50 44
50 44
32 26
32 26
31 25
31 25
30 24
30 24
29 23
29 23
28 22
28 22
27 21
27 21
26 20
26 20
25 19
25 19
24 18
24 18
23 17
23 17
22 16
22 16
21 15
21 15
20 14
20 14
19 13
19 13
18 12
18 12
17 11
17 11
16 10
16 10
15 9
15 9
14 8
14 8
13 7
13 7
12 6
12 6
11 5
11 5
10 4
10 4
9 3
9 3
75 67
75 67
75 67
75 67
74 66
74 66
74 66
74 66
73 65
73 65
73 65
73 65
72 64
72 64
72 64
72 64
71 63
71 63
71 63
71 63
70 62
70 62
70 62
70 62
69 61
69 61
69 61
69 61
68 60
68 60
68 60
68 60
67 59
67 59
67 59
67 59
66 58
66 58
66 58
66 58
65 57
65 57
65 57
65 57
64 56
64 56
64 56
64 56
63 55
63 55
63 55
63 55
62 54
62 54
62 54
62 54
61 53
61 53
61 53
61 53
60 52
60 52
60 52
60 52
59 51
59 51
59 51
59 51
58 50
58 50
58 50
58 50
57 49
57 49
57 49
57 49
56 48
56 48
56 48
56 48
55 47
55 47
55 47
55 47
