49498,57919
42550,57798
39684,57689
50324,57624
41686,57634
38714,57609
43952,57610
49469,57582
54518,57569
52398,57561
42943,57560
45067,57537
40999,57504
50302,57530
45938,57509
45269,57439
43057,57426
54594,57415
40016,57419
49271,57431
43379,57453
39318,57429
52292,57362
46280,57397
45636,57388
45528,57372
48853,57353
46469,57384
43085,57366
48810,57324
46522,57339
42817,57343
48390,57344
42029,57356
50677,57331
39349,57335
54126,57323
46087,57360
43516,57317
54683,57367
52604,57336
51285,57350
40700,57367
50139,57255
52804,57299
46887,57267
44314,57258
49063,57247
40090,57270
40627,57263
40818,57249
40800,57300
44411,57291
54026,57268
40142,57242
41383,57291
42852,57275
40341,57301
45328,56970
42926,56656
42234,56616
38293,56598
40962,56524
41769,56570
42897,56520
39450,56502
38186,56488
40159,56521
54577,56495
51496,56490
39199,56505
43464,56497
49820,56528
48363,56422
41852,56475
48987,56451
48648,56465
46268,56476
39655,56432
40598,56423
45196,56379
46958,56378
51493,56355
45907,56387
42958,56379
52491,56383
51759,56334
39141,56282
54935,56340
43840,56325
47371,56287
50474,56288
43791,56327
37527,56330
40168,56321
53812,56322
39142,56294
45139,56287
39844,56342
51372,56292
51237,56256
39481,56265
38676,56279
43822,56258
55213,56243
42848,56261
51645,56265
37795,56219
47352,56272
41463,56256
44094,56236
46212,56274
37571,56265
47530,56274
43243,56281
46962,56269
53730,56222
38470,56229
47128,56229
39327,56192
42851,56198
44345,56210
42689,55863
37726,55631
45173,55617
53684,55547
53567,55544
37698,55511
38180,55460
36793,55461
50534,55480
41339,55517
45151,55496
53029,55519
37506,55393
50291,55448
45889,55445
41869,55419
36855,55387
37159,55447
46023,55432
38405,55356
48727,55358
48564,55347
40051,55361
51545,55356
44376,55328
45244,55291
48841,55286
38542,55307
38354,55276
43436,55276
42991,55273
48996,55258
42741,55258
41236,55266
42111,55318
43335,55301
40888,55261
48792,55242
49701,55204
40164,55234
36459,55248
38421,55239
39594,55239
42051,55221
38438,55194
52303,55198
45657,55199
45054,55224
36954,55245
40928,55211
40751,55194
43712,55254
44876,55220
37522,55139
39718,55122
36481,54990
39505,55006
51794,55033
41782,54989
41811,54992
40550,55015
44106,54990
51564,54886
43993,54888
43524,54763
48305,54547
39053,54463
40882,54487
36743,54481
46014,54407
48023,54398
37763,54399
40450,54383
43479,54374
44337,54336
38372,54308
47248,54361
40244,54323
36292,54322
35499,54306
47702,54350
48020,54332
36476,54317
38512,54291
43800,54298
46879,54287
44955,54320
43141,54317
43337,54315
39352,54275
37905,54294
38280,54281
40015,54300
36524,54281
50508,54316
51208,54299
44960,54268
47029,54277
37562,54284
38197,54273
49675,54204
40146,54249
41739,54223
36370,54226
39512,54211
37008,54228
36855,54254
41944,54224
36082,54193
38442,54244
48032,54210
35489,54207
36831,54236
41119,54200
38657,54252
40361,54242
44981,54226
39732,54096
37953,54081
49273,54081
52715,54105
36885,54043
37200,54001
43432,54026
49306,54043
37909,54043
44812,54011
36927,53865
38922,53683
41812,53737
43345,53733
40440,53735
51413,53734
34868,53700
35141,53722
37685,53726
43220,53711
45179,53653
39524,53586
38544,53589
35851,53568
43287,53581
42137,53420
42350,53434
48025,53461
35340,53394
41197,53355
46207,53340
37816,53313
45525,53353
34837,53305
40724,53313
35732,53303
40348,53265
42317,53233
39710,53283
43347,53241
41234,53245
48605,53287
45400,53183
37671,53197
45030,53207
34903,53187
37530,53200
50210,53196
36045,53207
40760,53192
45235,53175
35346,53214
38572,53167
36050,53185
36768,53200
41427,53198
51305,53172
35814,53168
38346,53122
37202,53097
36698,53132
38670,53146
50400,53134
43757,53152
51275,53108
46476,53153
49077,53120
43508,53146
42760,53149
46425,53128
35587,53097
46968,53118
37148,53153
39052,53136
45457,53141
38026,53144
36323,53132
46977,53041
34602,53075
35328,53070
41851,53040
48018,53075
50284,53034
35506,53066
39722,53070
46376,53032
39531,53042
34162,53034
45279,53071
36522,53050
42199,53076
46186,53029
34414,53021
45019,53017
42193,53037
49053,53012
41026,52994
47626,53036
41329,52973
38923,52936
40875,52923
35734,52970
40560,52946
37298,52927
50275,52922
43209,52851
43458,52869
48605,52881
39739,52795
38436,52829
42041,52787
33911,52786
35808,52799
36833,52794
36845,52781
47479,52817
39257,52817
37489,52799
41734,52832
33954,52794
45405,52802
44137,52786
36373,52721
34792,52746
38659,52764
41136,52730
37033,52722
35319,52740
37671,52682
37592,52704
36715,52673
35834,52726
37989,52716
38037,52721
51299,52725
39809,52700
35112,52677
35903,52668
34491,52671
43932,52670
45207,52680
43474,52611
37246,52598
38451,52630
34927,52640
39660,52598
34671,52604
38593,52644
43265,52644
45016,52556
38997,52562
37778,52523
44267,52581
35492,52553
45884,52582
36591,52550
38793,52546
41036,52559
38542,52528
42809,52551
46064,52546
37227,52497
36145,52502
40609,52486
41760,52509
37785,52523
37289,52503
34516,52546
40832,52508
36081,52532
34586,52506
41347,52511
38989,52541
37961,52537
38565,52549
33875,52472
41079,52490
37264,52470
46426,52427
36621,52458
33742,52434
36571,52474
34765,52490
47645,52469
50684,52446
46087,52446
34923,52484
41154,52368
48053,52354
34498,52350
42860,52355
35968,52377
47540,52377
36808,52370
37294,52395
39796,52317
43273,52323
45237,52289
40981,52288
41692,52280
33363,52309
35875,52295
34753,52313
46957,52238
42867,52229
35679,52221
49638,52224
37895,52265
39543,52243
47299,52271
33701,52237
48134,52276
44445,52259
37523,52237
35764,52250
38058,52223
35107,52220
44837,52163
49303,52106
37181,52127
35418,52076
38562,52069
50916,52121
49051,52129
37105,52075
45218,52082
33410,52078
35021,52100
47271,52070
33912,52113
45097,52067
33563,52094
39521,52081
35953,52115
46986,52088
48022,52107
48285,52127
39345,52112
37149,52054
41053,52053
40553,52040
35620,52020
40036,52006
35301,52012
46150,52035
36809,52043
48144,52017
48638,52052
43500,51953
49214,51951
38681,51982
42207,51997
37428,51956
34042,51957
37474,51990
44357,51945
36830,51968
35456,51908
35382,51872
40949,51895
43846,51894
34296,51886
39934,51888
33484,51883
50215,51811
50755,51809
34700,51814
46971,51809
37361,51816
48024,51760
33385,51788
41875,51778
45140,51775
42348,51771
43813,51751
48223,51805
38155,51799
44286,51740
41738,51726
48571,51732
37537,51648
45017,51679
38890,51651
36280,51666
39158,51678
37324,51662
43311,51626
39849,51650
33490,51666
32881,51639
39546,51643
39046,51684
34758,51516
40621,51498
39995,51539
45144,51476
37425,51486
48512,51502
33515,51496
41175,51492
49003,51504
32822,51447
36679,51409
45924,51420
40797,51401
34362,51377
38946,51420
47432,51362
32793,51365
48316,51382
32910,51363
41004,51422
46138,51412
45176,51364
40054,51294
38999,51313
49208,51311
33303,51330
35768,51303
47235,51322
38775,51291
39218,51297
33134,51294
47229,51275
40481,51279
40691,51312
43382,51311
39985,51236
48303,51222
41455,51231
38026,51224
32597,51236
40082,51255
43920,51257
38478,51248
45250,51226
38162,51137
33899,51171
32961,51142
33617,51099
37038,51125
49278,51110
35442,51075
39021,51066
49169,51067
33378,51062
46053,51088
38039,51091
32947,51062
40593,51124
32752,51111
38720,51065
33033,51067
36628,51102
35130,51069
47030,51104
32736,50998
32563,51038
38976,50992
35499,51024
41181,51013
42618,51006
38792,51014
34386,51006
49398,51020
32389,51008
37772,50991
35503,51011
34705,51036
33628,50980
44893,51012
40152,50930
41333,50936
44283,50957
41195,50918
40889,50935
45823,50921
32215,50968
45014,50955
38082,50966
38124,50927
42734,50923
44797,50963
46230,50958
36439,50955
43374,50946
42665,50932
41885,50924
33526,50858
49203,50872
36287,50871
41179,50795
37559,50755
37746,50782
47255,50730
49202,50769
37678,50742
49067,50737
40913,50752
36526,50742
34369,50705
41303,50701
32277,50692
36937,50664
38819,50653
37987,50632
40911,50648
33727,50671
41357,50686
33659,50632
32293,50635
48329,50676
44316,50553
33763,50599
39658,50592
42266,50608
36289,50562
40850,50597
42730,50581
36268,50538
32720,50505
47533,50522
45408,50524
35276,50509
43774,50515
33596,50496
47261,50424
47317,50398
45027,50373
31617,50358
43460,50358
41574,50367
40545,50388
33679,50375
38019,50386
33111,50380
31989,50373
38644,50392
42399,50371
38435,50371
37281,50405
38817,50392
35113,50285
44593,50293
41723,50330
44237,50316
39859,50311
42326,50287
33755,50270
35503,50303
43088,50261
31337,50274
33399,50289
43875,50262
43391,50291
37711,50276
45800,50245
33716,50275
48205,50219
40564,50170
31806,50194
33656,50191
42418,50189
44122,50198
31350,50189
33090,50163
41214,50209
36061,50182
33706,50208
44097,50156
32621,50155
33107,50135
34491,50062
31667,50029
31629,50068
43328,50073
47974,50029
38005,50066
33972,50068
44311,50042
40185,50080
34623,50090
45151,50037
48047,50077
31766,50014
45130,50015
38986,50019
41557,50038
40811,50028
40259,50037
43896,50040
31896,50052
34593,50057
40620,49951
31504,49907
40984,49930
44126,49956
47209,49967
32979,49957
42331,49948
38840,49935
47361,49911
48555,49939
48056,49945
42344,49864
40656,49856
37809,49807
38217,49820
33351,49862
46244,49836
39624,49781
34467,49794
43233,49770
38482,49709
31955,49689
33686,49684
44913,49627
34884,49637
35655,49594
48476,49606
39632,49633
45063,49652
45804,49621
36531,49610
40157,49596
47966,49558
35008,49573
44133,49570
40165,49574
31445,49554
37592,49545
36689,49578
37640,49554
34696,49555
33774,49489
35130,49459
38069,49485
40553,49467
41578,49500
31356,49487
32504,49502
32104,49478
32275,49516
45019,49399
45975,49420
34815,49420
39196,49425
31881,49289
36425,49314
37682,49327
32608,49305
37656,49290
33681,49327
37495,49332
41716,49296
30670,49281
33961,49292
34809,49244
42905,49266
31706,49295
31468,49284
36414,49299
32183,49247
38834,49303
33544,49228
40634,49188
42423,49181
38552,49230
30943,49047
43222,49059
37427,49026
45414,49051
37745,49065
38853,49035
43871,49027
41862,49057
39810,49083
44750,49028
43749,49034
43273,49071
30345,49044
