0,190,0
32,0,0
97,0,0
132,0,0
197,0,0
266,0,0
331,0,0
398,0,0
465,0,0
532,0,0
598,0,0
664,1,0
698,0,0
764,0,0
831,0,0
897,0,0
965,0,0
1032,0,0
1098,0,0
1165,0,0
1232,0,0
1265,0,0
1331,0,0
1397,0,0
1464,0,0
1532,0,0
1597,0,0
1664,0,0
1731,0,0
1798,0,0
1832,0,0
1897,0,0
1965,0,0
2032,0,0
2097,1,0
2164,0,0
2231,0,0
2298,0,0
2365,0,0
2432,0,0
2464,0,0
2532,0,0
2597,0,0
2666,0,0
2732,0,0
2798,0,0
2865,0,0
2932,1,0
2997,0,0
3064,0,0
3131,2,0
3165,0,0
3231,0,0
3297,0,0
3365,0,0
3432,0,0
3497,0,0
3565,0,0
3632,0,0
3698,0,0
3731,0,0
3797,0,0
3865,1,0
3931,0,0
3998,0,0
4097,0,0
4131,0,0
4198,0,0
4264,0,0
4332,0,0
4398,0,0
4464,0,0
4532,2,0
4598,1,0
4664,0,0
4731,0,0
4764,0,0
4832,1,0
4898,0,0
4965,1,0
5031,0,0
5098,0,0
5164,0,0
5232,0,0
5298,0,0
5332,1,0
5398,0,0
5465,1,0
5531,1,0
5598,0,0
5665,1,0
5732,0,0
5798,0,0
5865,0,0
5898,2,0
5964,0,0
6031,0,0
6097,1,0
6165,1,0
6231,0,0
6298,1,0
6364,1,0
6431,0,0
6498,1,0
6531,1,0
6598,3,0
6666,3,0
6732,0,0
6798,1,0
6865,1,0
6931,2,0
6997,2,0
7064,2,0
7098,4,0
7165,1,0
7231,1,0
7297,0,0
7366,1,0
7432,3,0
7498,0,1
7565,1,0
7631,2,0
7697,1,0
7731,4,0
7797,0,0
7864,1,0
7932,2,2
7997,0,0
8098,3,0
8132,1,1
8198,3,0
8264,0,0
8331,6,0
8397,2,0
8465,2,0
8532,2,0
8597,7,0
8666,3,0
8732,2,1
8765,1,0
8832,2,0
8897,2,0
8964,6,0
9031,4,1
9097,5,0
9164,4,0
9231,4,1
9297,4,0
9332,7,0
9397,3,0
9464,8,0
9533,15,0
9598,8,0
9665,5,0
9731,6,0
9797,4,0
9865,8,0
9897,9,1
9965,9,0
10031,7,0
10098,8,0
10164,5,1
10231,5,0
10297,12,0
10364,7,0
10431,7,0
10497,10,1
10565,3,0
10600,7,0
10666,8,0
10731,11,1
10797,12,0
10864,10,2
10932,10,0
10998,8,0
11065,14,0
11131,9,2
11197,5,1
11265,12,1
11298,12,0
11365,12,2
11433,10,0
11498,12,0
11565,8,0
11632,14,0
11698,9,1
11765,11,0
11831,15,2
11898,12,0
11933,5,2
11997,9,0
12098,11,1
12132,8,2
12198,13,1
12266,12,0
12333,11,1
12397,7,2
12465,8,3
12532,10,1
12598,10,1
12665,6,0
12700,13,1
12767,12,1
12832,11,0
12898,7,1
12965,7,1
13033,13,1
13098,4,1
13165,13,0
13232,11,1
13300,7,1
13332,13,1
13398,10,0
13466,2,2
13532,4,2
13603,12,2
13665,16,0
13732,10,1
13797,8,1
13865,7,1
13898,11,1
13966,8,3
14032,6,0
14101,15,4
14166,6,3
14233,14,3
14298,13,2
14365,11,1
14432,8,1
14498,10,1
14565,12,3
14632,6,3
14700,6,1
14734,16,1
14800,8,1
14865,9,5
14932,16,2
14998,5,9
15065,6,1
15132,10,3
15198,6,4
15265,13,1
15332,12,4
15398,14,4
15465,16,1
15532,12,1
15598,14,2
15633,13,0
15705,14,2
15766,13,4
15832,6,3
15898,14,4
15965,11,6
16066,12,0
16133,6,2
16200,9,1
16266,1,4
16336,12,0
16402,9,3
16465,10,6
16532,24,8
16602,11,3
16665,5,8
16702,0,2
16766,19,6
16833,10,4
16903,15,3
16974,1,0
17032,24,3
17098,7,1
17165,6,4
17232,5,8
17298,2,6
17365,8,5
17401,9,3
17472,5,1
17535,25,7
17604,6,2
17668,7,1
17734,3,0
17800,12,2
17867,4,8
17933,7,0
18002,6,1
18034,16,4
18103,0,3
18168,11,2
18234,3,0
18305,1,8
18367,6,10
18434,7,1
18498,12,0
18565,24,5
18632,7,4
18698,5,5
18765,2,1
18832,7,5
18865,5,5
18932,2,9
18998,2,2
19065,14,6
19132,10,4
19198,5,8
19266,2,3
19333,1,9
19400,1,6
19435,0,3
19500,0,2
19566,15,8
19633,7,5
19700,5,7
19766,2,4
19833,9,5
19900,3,10
19966,10,8
20067,7,4
20134,9,6
20202,9,4
20268,4,5
20336,4,2
20406,5,12
20467,3,10
20535,4,1
20603,6,0
20666,12,12
20703,5,5
20768,6,9
20835,1,4
20905,9,1
20968,6,12
21040,1,6
21103,9,10
21170,9,4
21234,14,1
21301,4,7
21368,5,4
21402,4,11
21468,5,5
21537,0,3
21605,1,1
21670,12,8
21736,2,4
21802,10,10
21870,1,5
21935,11,5
22002,8,8
22068,7,2
22135,6,10
22172,2,7
22237,13,1
22304,5,7
22368,8,2
22441,5,11
22502,3,9
22568,3,1
22636,1,3
22702,14,6
22770,6,3
22836,7,9
22872,3,5
22936,13,3
23003,7,8
23071,10,7
23136,6,8
23203,5,9
23270,4,8
23336,3,9
23403,3,3
23442,6,10
23507,4,8
23575,2,9
23636,1,7
23704,16,4
23770,10,4
23837,11,5
23903,3,4
23970,9,2
24103,6,5
24138,13,9
24205,6,5
24272,7,1
24342,9,4
24404,6,6
24473,1,6
24540,1,11
24608,2,5
24638,1,12
24707,0,13
24773,1,6
24838,8,6
24913,16,6
24972,11,5
25044,4,1
25105,11,2
25173,9,16
25208,9,6
25273,7,7
25340,7,7
25410,13,9
25467,1,7
25536,3,11
25604,6,1
25668,0,8
25734,3,12
25803,8,1
25875,6,5
25904,13,6
25967,2,9
26036,2,6
26105,9,2
26176,12,8
26242,12,4
26306,13,2
26367,10,6
26401,9,10
26466,8,8
26534,1,11
26606,3,5
26670,1,2
26742,0,10
26800,0,10
26873,0,4
26936,13,6
27001,7,6
27034,7,4
27100,12,0
27166,12,5
27238,9,5
27304,11,5
27368,3,6
27434,12,15
27507,11,4
27568,7,11
27637,3,3
27667,2,7
27734,5,10
27805,0,4
27867,3,7
27936,1,12
28000,4,5
28105,9,9
28134,12,0
28202,6,1
28270,6,3
28338,8,3
28407,6,5
28468,10,14
28536,7,3
28610,7,11
28673,6,2
28741,4,6
28768,2,13
28838,0,4
28907,5,6
28976,9,5
29035,8,8
29108,7,10
29168,11,3
29241,12,6
29307,10,5
29338,11,4
29403,8,8
29468,10,11
29536,8,8
29608,12,10
29672,5,3
29736,0,12
29808,4,11
29870,2,10
29938,1,6
29971,0,6
30035,5,13
30108,4,11
30173,11,9
30243,11,2
30311,8,3
30373,12,3
30443,10,1
30505,16,5
30570,8,8
30605,10,15
30671,8,2
30742,6,6
30810,4,5
30872,0,8
30938,1,14
31005,0,9
31071,0,11
31142,0,7
31205,19,5
31245,12,2
31316,6,4
31387,6,4
31450,7,3
31522,10,4
31581,9,6
31655,10,11
31715,6,6
31781,7,11
31848,5,16
31916,7,3
31951,2,8
32083,11,3
32153,3,14
32217,6,11
32284,6,7
32350,12,6
32416,8,5
32484,9,4
32515,6,4
32584,6,6
32650,9,14
32718,13,9
32783,7,1
32850,14,1
32920,6,17
32983,7,1
33053,5,2
33117,2,9
33151,0,10
33218,0,12
33285,2,7
33350,13,3
33413,7,6
33480,7,2
33552,13,1
33614,10,4
33647,7,10
33714,13,10
33780,1,3
33848,9,2
33913,4,17
33981,7,3
34046,11,0
34118,1,8
34160,0,17
34232,9,13
34315,3,9
34358,6,6
34414,16,2
34485,7,7
34544,7,1
34614,12,0
34686,10,7
34751,7,10
34814,2,2
34884,7,9
34930,0,18
34995,9,1
35078,7,0
35113,1,10
35211,0,16
35244,11,10
35312,6,4
35382,4,7
35446,9,2
35516,4,5
35581,4,2
35648,14,2
35715,13,0
35750,13,9
35818,3,5
35893,4,7
35958,1,18
36037,6,0
36093,11,7
36162,0,6
36240,1,14
36267,8,13
36334,2,7
36403,8,7
36475,10,5
36542,3,4
36608,8,3
36645,12,5
36712,12,3
36780,11,5
36846,3,2
36911,3,8
36977,6,20
37046,5,3
37114,6,3
37147,5,11
37212,3,15
37280,5,11
37348,1,6
37413,5,3
37481,8,7
37550,6,2
37626,5,9
37665,9,2
37726,12,1
37791,15,8
37860,3,6
37926,6,3
37998,7,13
38038,6,4
38105,7,3
38171,4,2
38240,2,16
38310,3,12
38403,6,5
38433,6,5
38505,14,3
38542,5,7
38644,5,3
38674,12,8
38737,8,5
38813,10,4
38878,3,13
38938,6,1
39008,5,13
39076,0,2
39140,8,7
39205,8,1
39238,0,11
39313,5,11
39373,0,19
39440,6,2
39508,7,6
39572,3,9
39637,11,5
39710,10,11
39752,10,6
39827,12,2
39894,1,10
39960,5,7
40035,5,9
40112,2,4
40142,10,6
40208,4,11
40272,0,15
40341,3,13
40405,2,11
40471,5,7
40538,10,7
40606,6,2
40671,5,7
40750,8,8
40771,9,6
40846,7,0
40910,5,6
40974,7,2
41046,4,8
41110,3,4
41171,8,15
41252,6,4
41293,5,12
41375,1,14
41422,3,8
41493,0,10
41544,5,7
41611,0,7
41685,5,5
41727,6,5
41791,12,16
41855,10,13
41922,1,9
41988,3,0
42066,1,7
42103,2,0
42180,4,9
42246,8,4
42310,6,16
42384,3,17
42448,0,11
42514,1,6
42581,0,12
42615,2,6
42681,7,5
42747,10,8
42817,7,15
42868,12,15
42940,3,7
43002,6,6
43082,5,1
43131,0,2
43202,6,10
43268,6,5
43333,8,9
43401,5,10
43467,4,8
43505,2,3
43577,0,6
43650,1,5
43712,6,6
43781,7,8
43842,10,11
43882,11,17
43945,2,8
44080,15,2
44158,0,7
44225,13,3
44292,6,7
44328,3,10
44387,2,15
44477,0,12
44514,0,14
44592,1,1
44663,0,11
44723,1,6
44791,8,5
44861,6,7
44907,8,7
44966,12,17
45044,4,3
45120,7,8
45148,4,7
45215,13,6
45278,1,2
45352,6,4
45422,1,8
45483,2,12
45560,0,14
45588,1,2
45657,1,8
45725,0,4
45794,6,7
45884,4,8
45918,6,9
46002,6,24
46037,3,2
46121,10,9
46193,8,12
46237,4,7
46298,0,1
46368,3,2
46433,2,21
46504,1,8
46535,0,9
46603,0,9
46703,0,5
46760,0,4
46805,0,6
46873,2,10
46940,7,15
47011,8,22
47052,0,0
47124,7,11
47206,8,15
47238,3,7
47317,5,2
47360,0,8
47426,2,15
47497,4,4
47584,2,9
47615,0,2
47677,1,4
47746,0,11
47838,0,3
47884,0,12
47960,6,6
47991,8,17
48095,4,0
48163,7,9
48204,7,13
48271,5,12
48353,1,3
48390,1,3
48458,6,10
48526,4,4
48587,4,11
48666,1,1
48705,0,5
48786,3,3
48846,1,6
48926,0,11
48958,5,7
49025,11,13
49096,0,0
49166,8,4
49238,9,10
49275,4,7
49360,2,4
49398,0,0
49455,2,9
49524,0,9
49593,4,9
49660,2,3
49732,0,3
49802,1,4
49848,0,2
49907,0,11
49994,0,9
50027,0,12
50094,1,3
50162,4,11
50245,10,10
50281,4,6
50345,1,15
50420,1,1
50484,4,7
50544,0,7
50625,6,9
50665,3,3
50730,2,9
50811,0,0
50848,0,3
50916,1,17
50977,0,15
51062,0,17
51125,0,3
51194,2,9
51262,8,9
51292,7,4
51358,2,12
51444,1,7
51482,5,3
51560,2,0
51626,3,12
51706,2,2
51740,3,9
51802,1,5
51870,0,7
51932,0,9
52000,0,10
52067,0,20
52148,0,1
52211,1,14
52277,4,8
52343,1,8
52426,0,12
52486,3,16
52522,0,10
52596,1,8
52662,2,13
52701,2,6
52776,2,14
52845,1,3
52921,0,7
52991,3,6
53027,2,15
53093,0,19
53160,0,16
53225,0,6
53300,0,7
53370,0,1
53408,1,3
53487,0,0
53546,3,4
53612,1,1
53680,2,9
53747,5,0
53853,4,1
53915,0,0
53984,2,6
54050,0,4
54116,1,0
54190,0,17
54255,0,18
54296,0,8
54361,0,5
54423,0,3
54492,4,1
54558,2,0
54625,1,0
54706,2,0
54736,0,1
54813,1,0
54883,4,2
54951,0,0
54987,1,7
55072,2,1
55122,2,1
55194,1,16
55258,0,12
55323,0,6
55387,0,7
55455,0,6
55493,0,3
55588,4,2
55625,3,0
55708,1,0
55750,0,0
55837,1,1
55906,0,0
55936,0,0
56014,0,0
56082,0,0
56146,0,3
56216,0,19
56282,0,14
56344,0,6
56413,0,7
56478,0,8
56512,0,3
56584,0,2
56656,0,1
56703,0,0
56772,0,0
56846,0,0
56912,0,1
56984,0,0
57023,0,0
57115,0,0
57192,0,0
57237,0,15
57315,0,15
57353,0,6
57410,0,7
57497,0,6
57558,0,2
57595,0,4
57671,0,1
57738,0,1
57805,0,0
57880,0,1
57924,0,0
58001,0,0
